Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Loan_Term_Months,Num_Credit_Lines,Home_Ownership,Loan_Purpose,Marital_Status,Education,Has_CoSigner,Previous_Defaults,Default
21,41334.53,2943.22,723,3.4,0.111,36,6,Mortgage,Education,Single,Bachelor,0,0,0
30,81714.08,9949.01,628,8.5,0.268,24,8,Mortgage,Medical,Single,Bachelor,1,0,0
56,70727.49,26994.14,692,9.1,0.108,12,3,Rent,Medical,Married,PhD,0,0,0
50,97642.81,9932.77,749,6.5,0.359,36,7,Own,Business,Married,Bachelor,0,0,0
39,29872.34,7973.8,591,1.4,0.476,48,3,Mortgage,Debt Consolidation,Married,Bachelor,1,0,0
42,41291.18,65800.47,671,6.4,0.314,36,6,Mortgage,Medical,Single,High School,0,0,0
36,71645.87,47731.84,480,1.4,0.7,24,6,Rent,Home Improvement,Single,High School,0,0,0
56,61330.91,18532.89,713,1.2,0.323,36,4,Own,Medical,Divorced,High School,0,0,1
37,105470.88,29650.59,825,4.0,0.538,60,4,Own,Business,Single,Bachelor,0,1,0
42,60492.12,2812.55,538,5.7,0.21,36,2,Rent,Debt Consolidation,Married,PhD,0,0,0
53,123507.18,7697.99,641,0.3,0.579,24,4,Mortgage,Medical,Married,Master,0,0,0
30,64216.08,9614.52,729,0.3,0.049,36,2,Rent,Auto,Single,Bachelor,1,0,0
58,83373.33,11325.52,652,7.7,0.131,48,1,Mortgage,Auto,Single,Master,0,1,0
21,41699.42,9480.94,664,9.8,0.114,12,1,Mortgage,Medical,Single,Master,1,1,0
59,49372.24,2241.68,614,4.6,0.188,36,7,Rent,Debt Consolidation,Single,Bachelor,0,0,0
35,77301.78,17504.57,611,2.8,0.04,48,11,Rent,Education,Single,Bachelor,0,0,0
37,109808.05,19546.62,642,9.3,0.285,24,2,Own,Business,Single,High School,0,1,0
21,70588.21,41000.07,653,6.5,0.353,60,2,Own,Home Improvement,Divorced,High School,0,0,0
34,47024.03,7693.9,543,4.3,0.19,36,1,Mortgage,Education,Married,High School,0,1,1
27,97603.39,7265.45,644,1.9,0.105,36,2,Own,Debt Consolidation,Single,Bachelor,0,1,0
32,16383.18,2046.75,791,1.1,0.195,60,3,Rent,Business,Married,High School,1,0,0
38,24073.88,10878.06,612,2.7,0.538,24,0,Rent,Medical,Married,Bachelor,0,0,0
51,68927.96,25103.89,538,1.7,0.253,48,3,Rent,Home Improvement,Divorced,Bachelor,0,0,0
42,49367.83,8705.95,636,2.1,0.829,48,3,Mortgage,Debt Consolidation,Married,Bachelor,1,2,1
43,66353.83,59898.78,585,3.6,0.38,36,5,Rent,Medical,Divorced,High School,0,1,0
26,50625.15,11163.26,529,0.9,0.084,12,6,Mortgage,Home Improvement,Married,PhD,0,0,0
29,65216.83,14807.58,662,8.2,0.038,36,5,Own,Medical,Single,Bachelor,0,0,0
61,32623.84,5145.24,586,,0.515,24,3,Mortgage,Auto,Married,Master,0,0,0
31,65201.84,16334.82,593,3.3,0.068,36,3,Rent,Education,Married,High School,1,0,0
59,80596.24,3342.51,663,6.9,0.348,48,4,Mortgage,Auto,Married,High School,1,1,0
37,90244.26,21711.31,512,3.3,0.626,36,1,Rent,Business,Divorced,Bachelor,0,0,1
40,134158.49,22183.4,493,2.2,0.264,48,5,Own,Home Improvement,Single,High School,1,1,0
52,55384.18,34596.37,710,3.2,0.456,24,5,Rent,Auto,Single,Master,0,1,1
55,56215.94,6542.15,476,9.4,0.071,12,4,Own,Medical,Married,Bachelor,0,0,0
38,22889.05,14948.91,562,23.2,0.259,60,7,Mortgage,Business,Married,High School,0,1,0
35,37582.52,19824.46,488,5.0,0.26,12,4,Mortgage,Auto,Married,Bachelor,1,0,0
39,44509.55,18207.65,606,7.9,0.122,24,3,Mortgage,Business,Single,Master,0,0,0
44,82880.89,7290.23,688,0.1,0.52,60,2,Mortgage,Education,Married,Master,0,0,1
50,36116.3,2503.92,660,10.6,0.28,36,6,Mortgage,Home Improvement,Single,Bachelor,0,0,0
40,72996.74,17032.39,850,15.4,0.1,48,4,Mortgage,Auto,Married,Bachelor,1,1,0
47,48981.07,12007.06,747,4.3,0.29,24,6,Mortgage,Auto,Married,Master,0,0,0
59,44865.12,8985.17,566,7.0,0.273,24,6,Mortgage,Debt Consolidation,Married,Master,1,0,0
44,55517.13,22805.61,542,3.6,0.202,36,3,Own,Debt Consolidation,Single,Master,0,0,0
43,40312.7,12946.18,850,1.7,0.112,48,5,Mortgage,Home Improvement,Married,Bachelor,0,0,0
21,39556.34,5305.84,745,,0.125,60,4,Rent,Home Improvement,Single,Master,0,0,0
21,20902.14,3456.4,703,4.5,0.373,36,3,Mortgage,Education,Married,Bachelor,0,0,1
44,43304.98,6061.58,656,4.3,0.322,12,2,Mortgage,Education,Single,Bachelor,0,0,0
38,38561.74,71332.59,674,5.4,0.043,36,3,Own,Debt Consolidation,Single,Master,0,0,1
33,37873.6,22157.78,516,9.7,0.385,24,6,Mortgage,Auto,Married,Bachelor,1,0,0
42,60381.41,15245.33,664,6.6,0.301,24,3,Own,Education,Divorced,Bachelor,0,0,0
39,68139.75,11764.45,656,1.2,0.167,36,3,Mortgage,Business,Married,PhD,1,0,0
53,55055.51,11235.4,568,3.1,0.107,36,4,Own,Home Improvement,Married,Master,0,0,0
41,80636.57,30243.52,601,19.6,0.248,24,2,Own,Debt Consolidation,Single,Master,0,0,0
31,65367.53,9476.62,786,4.0,0.476,60,1,Own,Business,Married,High School,0,0,0
51,42297.02,20007.14,638,13.9,0.266,36,5,Mortgage,Debt Consolidation,Single,Master,0,2,0
37,38893.09,10468.23,836,8.4,0.321,24,1,Rent,Medical,Divorced,High School,0,0,0
46,57320.36,51953.77,493,5.5,0.106,24,3,Mortgage,Auto,Married,High School,1,1,0
34,65308.9,22462.49,603,2.1,0.084,48,3,Rent,Business,Single,Bachelor,0,1,1
32,98609.43,31948.8,510,1.8,0.408,60,3,Own,Debt Consolidation,Married,Bachelor,0,0,0
41,88928.37,8874.29,541,5.2,0.401,48,0,Mortgage,Business,Divorced,Bachelor,1,0,0
40,37393.92,28020.6,575,2.8,0.313,36,4,Mortgage,Education,Married,High School,0,0,0
45,46583.28,10734.26,678,8.0,0.147,48,5,Rent,Medical,Single,High School,1,0,0
36,68563.04,14429.42,674,7.1,0.132,60,0,Rent,Medical,Married,Bachelor,0,1,0
21,83616.73,41962.57,588,1.9,0.138,24,3,Mortgage,Auto,Single,Bachelor,1,1,0
34,78392.59,6438.54,449,6.1,0.54,60,5,Mortgage,Debt Consolidation,Single,High School,0,0,1
49,47479.87,15402.32,782,3.4,0.409,48,0,Rent,Debt Consolidation,Married,Bachelor,1,0,0
36,26186.22,18153.23,624,2.0,0.183,36,3,Rent,Education,Married,Master,0,0,0
37,29748.44,19225.7,549,2.7,0.178,24,3,Mortgage,Education,Single,High School,0,0,0
51,56180.04,9744.43,674,11.3,0.236,36,5,Own,Debt Consolidation,Single,Master,0,0,0
31,58169.29,57548.59,668,2.2,0.411,24,5,Mortgage,Home Improvement,Divorced,Bachelor,0,0,0
21,28301.22,5396.73,620,1.7,0.254,24,6,Rent,Auto,Married,Bachelor,0,1,0
38,50125.48,37094.34,663,2.2,0.363,60,5,Mortgage,Medical,Divorced,High School,1,0,0
34,67212.34,31274.11,546,1.2,0.212,36,6,Mortgage,Auto,Single,Bachelor,1,0,0
28,27567.33,50545.14,718,3.9,0.497,36,5,Mortgage,Home Improvement,Married,High School,0,0,0
37,85178.01,4395.08,560,0.8,0.339,24,7,Rent,Debt Consolidation,Married,Master,0,0,0
45,40588.27,7272.23,595,,0.348,36,6,Mortgage,Medical,Single,High School,1,0,0
39,91932.19,37962.73,708,1.3,0.52,48,2,Mortgage,Debt Consolidation,Single,Bachelor,1,1,0
43,37544.18,3590.59,758,4.6,0.273,24,4,Own,Home Improvement,Married,High School,0,1,0
61,29339.42,4339.35,792,0.7,0.091,36,5,Rent,Home Improvement,Married,High School,1,2,0
35,38984.97,9491.81,745,19.2,0.449,24,3,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
43,46743.29,15281.46,620,3.0,0.434,36,4,Rent,Debt Consolidation,Married,High School,1,0,1
33,40366.68,40723.38,511,8.6,0.361,60,5,Own,Business,Married,High School,0,0,0
29,44002.39,11734.8,776,7.3,0.259,24,3,Rent,Medical,Single,Bachelor,1,0,0
32,57929.53,8727.49,773,6.3,0.196,12,3,Rent,Medical,Single,Bachelor,1,0,0
34,44999.66,16613.53,589,8.8,0.296,36,3,Mortgage,Auto,Married,Bachelor,0,0,0
44,47426.85,18559.14,732,0.5,0.3,36,4,Mortgage,Education,Divorced,Master,0,0,1
68,20855.79,18194.38,620,5.7,0.465,36,4,Mortgage,Auto,Married,High School,0,0,0
31,59626.12,11794.75,785,1.5,0.451,48,4,Rent,Education,Single,Bachelor,0,0,1
35,46882.43,3399.69,603,7.7,0.158,12,5,Mortgage,Home Improvement,Married,High School,0,0,0
39,109660.72,7028.08,828,15.7,0.212,36,3,Own,Education,Single,High School,0,0,0
44,30644.77,36105.11,720,11.6,0.238,24,5,Mortgage,Medical,Married,Master,0,0,1
43,19847.88,15228.87,811,0.6,0.309,24,4,Mortgage,Home Improvement,Single,PhD,0,0,0
55,66771.68,10659.8,608,2.3,0.323,36,7,Rent,Debt Consolidation,Divorced,PhD,0,0,0
21,58294.53,29223.19,686,2.3,0.098,36,1,Mortgage,Medical,Single,Master,0,0,0
21,29607.51,6056.69,562,0.7,0.342,12,2,Rent,Home Improvement,Married,High School,0,1,1
34,22813.91,11410.12,725,0.5,0.162,24,4,Rent,Business,Married,High School,1,0,0
53,105735.75,14712.18,730,2.4,0.184,48,3,Mortgage,Education,Married,High School,0,1,0
21,99414.69,9808.81,850,24.2,0.236,36,4,Mortgage,Education,Single,High School,0,1,0
21,15000.0,14336.07,693,,0.213,24,4,Mortgage,Business,Married,Master,0,0,0
46,38983.29,11714.87,715,4.9,0.146,24,4,Own,Medical,Married,Bachelor,0,1,0
42,112656.21,5016.36,607,3.2,0.387,48,3,Rent,Medical,Single,Bachelor,0,0,0
26,38637.12,15169.38,698,5.4,0.135,12,8,Mortgage,Auto,Single,Bachelor,0,0,0
28,38357.06,5271.94,615,,0.4,36,4,Mortgage,Education,Single,High School,0,1,0
28,42557.88,15001.88,660,4.4,0.171,36,5,Mortgage,Medical,Single,Bachelor,1,1,0
41,27988.57,34957.74,665,0.3,0.032,48,4,Own,Auto,Single,Bachelor,1,1,0
32,20902.25,10974.0,618,3.4,0.279,48,2,Rent,Education,Married,Master,0,0,1
45,82973.26,5883.82,655,24.6,0.142,48,0,Own,Business,Married,High School,0,1,0
21,19507.06,12223.41,616,2.5,0.321,36,7,Mortgage,Business,Divorced,High School,1,0,0
29,55472.11,7462.31,615,4.5,0.136,48,3,Rent,Business,Married,PhD,0,0,0
26,76365.76,20254.99,746,0.6,0.344,48,4,Mortgage,Debt Consolidation,Single,PhD,0,0,0
36,23727.43,12045.04,665,0.8,0.233,36,4,Rent,Medical,Single,Master,0,0,0
33,30880.06,44215.66,681,10.4,0.419,60,4,Own,Business,Married,High School,0,1,0
49,,30154.6,518,1.8,0.401,60,2,Own,Auto,Single,Bachelor,0,0,0
21,63987.68,12002.18,688,1.8,0.108,36,2,Own,Auto,Single,High School,1,1,0
40,36002.99,22046.88,697,2.4,0.092,48,1,Rent,Home Improvement,Married,Master,0,1,0
46,89422.22,10144.98,614,17.0,0.027,36,4,Own,Home Improvement,Married,Bachelor,0,0,0
62,89614.09,13681.09,837,,0.432,36,2,Rent,Debt Consolidation,Married,Bachelor,0,0,1
34,56079.54,10373.36,443,8.5,0.143,36,4,Mortgage,Auto,Divorced,High School,0,0,0
43,31254.54,22845.72,720,2.1,0.083,24,3,Rent,Education,Married,Master,0,1,1
21,39865.86,36427.96,714,9.5,0.366,60,3,Mortgage,Home Improvement,Married,Bachelor,0,0,0
21,56567.7,23366.39,698,24.0,0.266,48,5,Own,Medical,Divorced,Master,0,0,0
50,44609.52,25472.52,665,2.1,0.065,36,4,Rent,Medical,Married,Bachelor,0,0,0
39,78392.11,25492.09,699,0.7,0.12,48,6,Mortgage,Medical,Married,Bachelor,1,0,0
54,22813.62,19650.91,728,0.8,0.744,48,4,Mortgage,Medical,Single,Master,1,0,0
23,23222.3,6017.94,584,7.1,0.579,24,1,Mortgage,Home Improvement,Divorced,High School,0,1,0
46,53660.67,43944.38,676,0.8,0.504,24,5,Rent,Debt Consolidation,Single,Master,0,0,0
62,38339.19,47244.31,633,1.5,0.273,48,3,Own,Home Improvement,Single,High School,1,0,0
45,35827.67,11342.19,551,,0.332,48,5,Own,Medical,Divorced,High School,0,1,0
43,20251.25,10306.31,714,2.2,0.331,60,5,Own,Business,Single,Bachelor,0,0,0
40,49502.23,20510.42,599,0.4,0.389,12,4,Own,Education,Married,PhD,0,1,1
21,47744.66,19644.82,515,9.7,0.186,36,0,Rent,Education,Married,Master,1,0,0
56,67964.41,11598.58,601,9.8,0.469,48,4,Rent,Medical,Single,Bachelor,0,0,0
32,50739.15,5569.06,578,2.7,0.33,36,1,Own,Debt Consolidation,Married,Bachelor,0,1,0
46,45876.03,16547.51,742,4.7,0.032,48,5,Rent,Auto,Single,Bachelor,0,0,0
21,88300.44,19653.4,663,5.1,0.318,24,6,Mortgage,Auto,Divorced,Master,0,0,0
25,25432.07,22205.05,774,6.9,0.459,12,4,Mortgage,Medical,Married,Bachelor,0,1,0
57,64099.68,17060.22,590,3.7,0.239,12,7,Own,Debt Consolidation,Divorced,High School,0,0,0
35,21256.68,11050.37,728,,0.098,36,2,Mortgage,Home Improvement,Single,Master,0,0,0
57,32235.35,26790.47,850,5.0,0.017,36,5,Rent,Debt Consolidation,Married,Master,1,0,0
39,26733.47,13989.94,682,6.1,0.597,60,4,Mortgage,Education,Single,Master,0,1,0
21,72473.14,9648.46,727,2.1,0.189,12,6,Mortgage,Medical,Single,Bachelor,1,0,0
50,47443.5,11772.75,712,2.0,0.277,36,3,Rent,Home Improvement,Single,High School,0,0,1
32,48690.95,3935.61,522,1.6,0.58,60,4,Own,Auto,Married,High School,1,1,1
48,28187.49,11759.66,702,4.0,0.364,36,2,Own,Medical,Married,Bachelor,0,1,1
40,42199.06,21631.49,677,2.2,0.226,24,5,Rent,Auto,Single,High School,0,0,0
21,33465.4,16947.03,626,3.9,0.499,24,3,Rent,Medical,Single,Bachelor,0,1,0
41,59380.88,38733.69,570,2.6,0.11,48,2,Rent,Home Improvement,Married,High School,0,1,1
66,29865.36,11113.52,712,9.1,0.157,12,1,Mortgage,Debt Consolidation,Married,High School,1,0,0
45,95310.68,18790.74,562,0.4,0.089,60,3,Own,Education,Single,Bachelor,1,0,0
39,21209.61,23269.95,842,4.2,0.216,36,2,Mortgage,Education,Single,High School,0,0,0
52,32752.68,68871.65,660,4.3,0.116,48,6,Mortgage,Auto,Single,High School,0,0,0
42,113391.33,14784.52,539,2.4,0.722,36,7,Rent,Home Improvement,Married,High School,0,0,1
42,39435.85,6432.18,603,2.7,0.074,60,1,Rent,Auto,Married,High School,0,0,0
26,25401.43,24186.51,624,8.1,0.085,36,1,Mortgage,Business,Single,High School,1,1,0
42,54695.45,49316.26,850,1.6,0.128,48,5,Mortgage,Home Improvement,Married,Bachelor,0,0,0
52,38650.07,10659.6,570,10.3,0.617,60,7,Mortgage,Home Improvement,Married,High School,1,0,1
29,32275.54,24070.86,639,11.3,0.097,60,2,Rent,Debt Consolidation,Married,Master,0,0,0
57,28340.99,31574.64,601,5.3,0.215,12,4,Mortgage,Debt Consolidation,Divorced,Master,0,2,1
38,195670.38,27226.5,694,7.4,0.112,24,1,Mortgage,Medical,Married,Master,0,0,0
29,43227.15,14587.07,603,4.7,0.127,24,3,Rent,Debt Consolidation,Single,Bachelor,1,0,0
51,18717.54,8193.27,547,3.7,0.395,12,2,Rent,Education,Single,High School,0,1,0
36,103451.16,12620.84,632,17.0,0.209,60,5,Rent,Medical,Single,High School,1,0,1
49,66538.46,18416.83,623,1.7,0.606,36,5,Own,Education,Single,Bachelor,1,2,1
36,33415.22,25229.16,596,0.8,0.153,36,1,Rent,Debt Consolidation,Married,Master,1,0,0
39,30743.7,16877.92,601,1.7,0.588,12,5,Rent,Debt Consolidation,Married,High School,0,0,1
45,68647.25,10240.08,756,4.8,0.083,60,7,Rent,Education,Married,Master,0,1,1
43,43327.41,19707.72,621,1.0,0.146,48,3,Own,Medical,Married,Bachelor,0,0,0
21,18713.7,24393.2,547,12.0,0.119,36,8,Own,Business,Divorced,Bachelor,0,0,0
26,119804.91,17426.15,608,,0.252,48,4,Mortgage,Home Improvement,Married,Bachelor,0,0,0
51,39458.5,7440.32,654,9.5,0.145,48,5,Mortgage,Education,Single,High School,1,1,0
38,103547.51,11766.55,529,1.4,0.403,48,5,Rent,Medical,Married,Bachelor,0,0,1
33,92894.29,25938.26,796,1.9,0.447,24,7,Mortgage,Business,Single,Bachelor,0,1,0
23,29717.61,5074.01,728,0.3,0.381,48,4,Mortgage,Education,Single,Master,0,0,0
27,82174.06,3086.45,778,1.5,0.113,36,6,Rent,Debt Consolidation,Married,Bachelor,0,1,0
21,35393.33,38394.06,685,3.4,0.246,48,6,Own,Medical,Divorced,Bachelor,1,0,0
38,19276.65,19110.45,461,14.6,0.318,36,5,Own,Business,Divorced,Bachelor,0,0,0
32,39644.24,20429.01,788,,0.301,60,3,Rent,Business,Married,Bachelor,0,0,0
28,59803.46,6286.93,572,5.1,0.082,48,5,Mortgage,Education,Married,Bachelor,0,0,0
39,38895.42,22387.76,579,2.8,0.041,36,6,Own,Education,Divorced,High School,0,0,0
44,42044.16,16198.5,664,0.2,0.183,48,3,Mortgage,Home Improvement,Divorced,High School,0,0,0
65,86836.56,4407.09,774,3.5,0.038,36,2,Rent,Debt Consolidation,Married,Bachelor,1,0,0
21,51701.75,36206.66,744,0.3,0.531,36,4,Rent,Education,Single,Bachelor,0,1,1
53,32155.89,14929.26,731,10.8,0.238,36,3,Mortgage,Auto,Single,Bachelor,0,1,0
51,69634.48,10124.78,621,7.0,0.38,36,2,Mortgage,Education,Single,Master,0,0,0
30,54113.44,10253.84,620,2.4,0.292,24,8,Mortgage,Business,Married,Bachelor,0,1,1
42,15000.0,3259.55,681,5.1,0.166,48,5,Own,Medical,Single,Bachelor,1,0,0
34,60728.99,20238.37,638,0.6,0.06,48,5,Own,Education,Single,Bachelor,0,0,0
42,59630.02,16047.37,730,6.1,0.209,36,3,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
58,49516.47,11662.62,724,8.7,0.256,36,2,Mortgage,Auto,Married,High School,0,0,0
47,76561.55,32693.76,703,8.6,0.211,24,3,Mortgage,Auto,Married,High School,0,0,0
46,35024.5,5071.03,422,1.7,0.486,60,4,Rent,Auto,Single,Bachelor,1,0,0
34,58002.99,8797.82,661,1.5,0.429,48,7,Mortgage,Education,Married,High School,0,0,0
22,22393.37,7368.68,640,3.7,0.398,36,4,Rent,Business,Single,Master,0,0,0
37,60086.78,10991.13,665,17.2,0.339,48,6,Mortgage,Home Improvement,Divorced,Master,0,0,0
54,130161.32,14005.83,582,12.7,0.187,36,2,Mortgage,Auto,Divorced,High School,1,0,0
21,29809.18,18051.96,530,2.2,0.377,12,3,Own,Auto,Married,High School,1,1,0
27,33526.75,10478.9,691,7.6,0.584,24,7,Mortgage,Education,Married,Master,0,1,0
41,34371.82,7228.96,617,12.7,0.21,12,3,Own,Medical,Married,Bachelor,0,0,0
28,52312.94,43486.46,701,1.5,0.402,36,6,Mortgage,Auto,Divorced,High School,1,2,1
30,28810.12,72268.83,589,8.9,0.372,48,1,Rent,Debt Consolidation,Married,Bachelor,0,1,0
34,,14769.22,777,1.6,0.273,36,7,Own,Home Improvement,Married,High School,0,0,0
23,74863.37,7865.6,740,2.1,0.201,36,2,Mortgage,Home Improvement,Single,Bachelor,0,0,0
28,64034.26,37527.07,676,1.1,0.398,12,3,Own,Auto,Single,Bachelor,0,0,0
48,20247.61,4852.6,630,3.5,0.174,48,5,Mortgage,Business,Married,Master,0,0,1
24,80626.59,10568.77,726,9.3,0.188,12,2,Rent,Business,Divorced,Bachelor,0,0,0
21,78329.82,8206.8,685,3.8,0.151,48,5,Rent,Auto,Married,Master,0,2,0
32,74241.66,5933.24,671,0.7,0.433,36,2,Rent,Auto,Married,Master,0,0,0
48,59066.61,10981.67,743,1.5,0.225,24,9,Mortgage,Education,Married,Master,0,0,0
37,54726.03,7295.99,778,4.1,0.437,36,2,Mortgage,Business,Divorced,Bachelor,0,0,0
34,82141.18,13478.59,537,4.4,0.127,48,6,Mortgage,Auto,Married,Bachelor,0,0,0
40,128252.56,13616.32,555,4.3,0.331,36,3,Own,Medical,Married,Bachelor,0,0,0
21,30438.99,8647.87,579,0.4,0.42,36,0,Own,Medical,Single,High School,0,0,0
45,84041.22,10307.64,514,7.0,0.389,24,3,Own,Auto,Married,Bachelor,0,1,0
44,,11366.27,644,12.0,0.188,36,2,Mortgage,Business,Married,Master,0,1,0
35,45943.31,23550.26,704,3.6,0.493,48,4,Own,Medical,Single,Master,0,0,0
52,22736.68,12041.32,648,6.3,0.219,36,5,Rent,Education,Married,Bachelor,1,0,0
26,42514.71,23796.44,601,12.3,0.199,24,1,Mortgage,Education,Single,Bachelor,0,2,0
53,29773.31,20132.06,751,5.1,0.586,48,5,Own,Business,Single,Bachelor,0,0,1
41,38873.68,19931.8,662,5.6,0.287,12,1,Mortgage,Education,Married,Bachelor,0,0,0
35,28308.2,35294.84,680,6.4,0.149,48,1,Mortgage,Auto,Single,Master,0,0,0
39,39165.28,6102.33,753,1.5,0.096,60,2,Rent,Auto,Single,High School,0,0,0
38,40012.41,9592.84,638,4.4,0.255,36,9,Own,Auto,Married,High School,1,0,0
54,51450.6,45904.07,835,9.2,0.095,60,4,Mortgage,Medical,Married,High School,1,0,0
27,21864.62,11157.63,609,1.8,0.436,12,4,Rent,Home Improvement,Single,Master,0,0,0
30,23795.24,1862.01,829,11.4,0.297,24,5,Mortgage,Home Improvement,Divorced,Bachelor,0,1,0
52,58744.75,11590.28,562,4.8,0.196,36,4,Mortgage,Education,Married,High School,1,0,0
32,32901.74,14683.18,696,2.8,0.115,48,2,Mortgage,Home Improvement,Married,Master,0,1,0
50,83890.27,2138.84,592,4.9,0.093,36,4,Rent,Medical,Single,Bachelor,0,1,0
60,54865.22,33987.73,750,,0.345,36,3,Own,Business,Divorced,Bachelor,1,0,0
35,66395.27,8106.34,606,9.1,0.089,24,4,Rent,Education,Married,Bachelor,0,0,0
48,99244.93,16814.45,676,3.3,0.302,48,8,Own,Home Improvement,Married,Bachelor,0,1,0
26,41988.23,11405.07,591,11.6,0.244,12,9,Mortgage,Home Improvement,Married,High School,0,0,0
49,36781.73,5421.64,734,3.6,0.101,36,2,Mortgage,Education,Married,Bachelor,0,1,0
42,75799.83,6314.76,590,5.4,0.736,24,4,Mortgage,Education,Married,Master,1,1,1
45,63244.08,6942.67,801,30.5,0.162,24,5,Own,Debt Consolidation,Single,Bachelor,1,1,0
32,44637.73,28565.94,560,0.8,0.15,24,2,Mortgage,Education,Married,High School,0,1,1
21,98295.05,12048.84,528,6.7,0.47,36,4,Mortgage,Auto,Married,High School,0,0,0
46,44085.13,9271.44,735,0.7,0.251,36,3,Mortgage,Home Improvement,Single,Bachelor,0,0,0
21,49830.71,6944.98,596,9.1,0.161,36,3,Mortgage,Home Improvement,Married,Master,1,1,0
36,49543.75,30862.75,649,4.5,0.359,48,4,Own,Business,Married,PhD,1,0,0
51,30721.04,37232.63,620,13.9,0.37,60,3,Rent,Auto,Single,Bachelor,0,0,0
42,50959.82,30617.31,531,10.0,0.471,24,3,Rent,Medical,Single,Bachelor,0,1,1
63,98555.99,18858.26,643,0.4,0.058,12,3,Rent,Medical,Single,Master,0,0,0
52,61235.61,16364.69,763,0.7,0.231,36,5,Mortgage,Debt Consolidation,Married,High School,0,0,1
32,49788.12,5703.55,740,4.6,0.112,36,3,Rent,Business,Single,Master,1,0,0
40,45211.93,11247.79,670,3.7,0.271,12,2,Mortgage,Business,Married,Bachelor,0,0,0
39,57839.86,8277.51,750,0.9,0.051,48,7,Mortgage,Auto,Divorced,Master,0,0,0
21,71316.52,3722.47,554,0.7,0.293,36,3,Rent,Business,Single,Master,1,0,0
28,66477.54,27999.18,620,4.2,0.342,48,6,Mortgage,Education,Single,Bachelor,1,0,0
33,41525.69,8208.45,685,0.3,0.21,36,3,Own,Debt Consolidation,Single,Master,1,0,0
21,57664.14,30858.25,638,10.3,0.237,36,3,Rent,Auto,Married,Master,0,0,0
40,62315.77,24765.89,627,8.2,0.26,48,3,Mortgage,Business,Divorced,High School,1,0,0
37,29625.85,19726.19,541,7.7,0.101,24,4,Mortgage,Business,Single,Bachelor,1,0,0
21,53322.59,20517.2,462,0.1,0.15,36,6,Mortgage,Education,Single,Bachelor,1,0,0
44,16636.4,8684.37,723,0.2,0.052,12,4,Own,Home Improvement,Married,Master,0,0,1
48,62396.65,49045.08,671,4.0,0.286,36,2,Rent,Education,Divorced,PhD,0,0,0
42,68198.07,13769.18,731,25.9,0.365,60,4,Rent,Home Improvement,Divorced,High School,0,0,0
36,71237.39,16503.9,610,2.1,0.144,12,3,Rent,Debt Consolidation,Single,Bachelor,0,1,0
47,40234.36,8481.53,585,2.1,0.274,48,6,Mortgage,Home Improvement,Married,Bachelor,0,1,0
48,57212.26,6961.74,650,0.7,0.155,48,3,Rent,Business,Married,Master,1,1,0
43,99905.19,18659.44,726,5.6,0.033,36,4,Rent,Home Improvement,Married,Master,1,1,0
30,99397.76,15556.9,629,5.2,0.444,36,6,Mortgage,Business,Married,High School,1,2,0
43,48310.96,7688.29,722,0.5,0.185,60,1,Own,Auto,Single,Bachelor,0,0,0
54,52557.33,4880.98,559,3.2,0.237,12,4,Rent,Home Improvement,Single,Bachelor,0,0,0
32,85430.25,5492.03,635,5.5,0.263,24,4,Own,Debt Consolidation,Married,Bachelor,1,1,0
65,23146.5,30862.39,643,3.4,0.049,60,2,Rent,Medical,Married,Master,1,0,0
33,41708.58,8696.9,760,5.6,0.448,24,3,Mortgage,Business,Single,Bachelor,0,1,0
40,95586.34,10538.22,668,8.5,0.391,48,0,Mortgage,Debt Consolidation,Married,High School,0,1,0
31,79825.66,36873.12,807,5.8,0.158,36,4,Own,Business,Divorced,Bachelor,1,1,0
42,58961.02,6090.56,528,4.8,0.265,48,7,Mortgage,Business,Married,Bachelor,0,0,0
21,23088.36,8031.32,661,9.6,0.257,48,4,Mortgage,Auto,Married,Bachelor,0,1,0
33,47812.62,7799.88,666,11.5,0.055,36,5,Own,Business,Single,High School,0,0,0
26,36499.08,41466.78,705,2.5,0.203,36,7,Rent,Medical,Single,Master,0,1,0
41,57844.84,53926.02,576,1.0,0.055,24,5,Own,Medical,Married,Master,0,0,0
51,32706.42,22608.79,801,8.5,0.238,24,4,Mortgage,Education,Married,Bachelor,0,1,0
47,29352.66,23118.06,651,1.2,0.056,48,3,Mortgage,Medical,Married,Bachelor,0,0,0
21,17458.25,8899.51,552,13.2,0.403,48,4,Rent,Debt Consolidation,Single,Master,0,0,0
64,90300.87,52215.25,648,0.1,0.407,48,5,Rent,Auto,Married,Bachelor,0,0,1
43,40139.44,16113.09,621,12.7,0.215,60,3,Mortgage,Debt Consolidation,Single,High School,0,0,0
30,53027.87,24274.39,850,,0.244,60,3,Rent,Debt Consolidation,Married,Bachelor,1,0,0
41,48965.97,12408.44,744,7.5,0.405,48,5,Rent,Medical,Married,Bachelor,0,1,0
42,28746.84,11074.24,654,2.5,0.26,60,3,Own,Debt Consolidation,Single,Bachelor,1,0,0
31,26120.29,42792.99,639,24.0,0.064,24,3,Rent,Business,Single,Master,0,0,0
